stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,0,0,4.09,8.17,61.3,20.43
72hpf,0,3.21,0,0,0,0,14.98,0
21Day,0,0,2.68,0,1.34,1.34,9.37,1.34
3Month,0,2.24,0,0.32,0.32,0,0,0.32
