stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,36.78,0,0,69.47
72hpf,0,0,0,0,1.07,29.95,0,0,34.23
21Day,0,1.34,0,0,4.02,5.35,1.34,0,72.28
3Month,0,2.24,0.32,0.96,0,0.32,0.32,0,1.28
22Month,0.55,12.03,0,1.64,0.55,0,57.4,1.09,2.73
