stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,4.09
72hpf,0,0,0,0,3.21,0,0
21Day,0,0,0,0,8.03,0,0
3Month,12.16,15.04,1.6,0.64,0.64,0.64,0.64
22Month,16.4,2.19,0,0,0,0,0.55
