stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0,12.26,0
72hpf,1.07,0,0,1.07,0,8.56,5.35
21Day,0,4.02,0,0,1.34,6.69,0
3Month,0.32,0,1.92,0,0,0.32,0.32
