stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,32.69,0,4.09,0,0,0
72hpf,0,0,2.14,0,0,0,0,0
21Day,0,0,1.34,1.34,0,0,1.34,0
3Month,0.64,1.6,19.52,0,0.32,0.32,0.32,0.32
22Month,0.55,3.28,32.25,0,0,0,0,1.09
