stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,1.07,0,0
21Day,0,0,4.02,1.34,0,2.68,0,0
3Month,0.32,2.56,41.27,0.96,0.32,0.32,0,0.32
22Month,0,0.55,5.47,0,0,0,0.55,0
