stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,20.43,0,0,4.09,0,0,0
72hpf,4.28,0,0,2.14,0,0,0
21Day,4.02,0,0,0,0,0,0
3Month,17.92,14.72,0,0.32,0,0.32,0.64
22Month,6.01,0,0.55,0,0.55,0,0
