stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,36.78,0,4.09,0,339.17,0,49.04
72hpf,6.42,0,1.07,0,10.7,6.42,7.49
21Day,1.34,1.34,2.68,2.68,0,0,12.05
