stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,1.07,0,21.4,0,0
21Day,2.68,1.34,0,21.42,0,0
3Month,1.28,0.32,0,0,2.88,0.32
22Month,3.28,1.64,0.55,0,0.55,0
