stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,8.17,0,0,0,44.95,0
72hpf,0,3.21,1.07,0,2.14,13.91,1.07
21Day,1.34,8.03,0,1.34,1.34,9.37,8.03
22Month,0,1.09,0,0,0,0,0
