stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,12.26,331,0,0,4.09,32.69,2782.84,0,1193.23
72hpf,4.28,70.61,35.3,0,2.14,31.02,1001.32,1.07,596.94
21Day,0,16.06,14.72,1.34,4.02,21.42,80.31,4.02,147.24
3Month,0,7.36,0.64,5.12,1.6,0.96,0.96,0,2.88
22Month,0.55,5.47,0,8.2,0,0,0,0.55,1.09
