stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,4.09,4.09,0,28.6,0,4.09
72hpf,0,0,0,1.07,13.91,0,1.07
21Day,0,1.34,0,0,12.05,0,4.02
22Month,0,0.55,0,0,0,1.09,0
