stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,18.19,0,1.07
21Day,0,0,0,2.68,1.34,2.68
3Month,0.32,0.32,0,0.32,0,0.32
22Month,0.55,0,1.64,0.55,0,1.09
