stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
72hpf,0,3.21,0,2.14,0,1.07
21Day,0,1.34,12.05,6.69,1.34,1.34
3Month,0,3.84,0.96,0,0,0.32
22Month,0.55,16.4,1.09,0,0,0.55
