stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,102.16,0,0,16.35
72hpf,0,4.28,1.07,0,2.14,2.14,39.58,1.07,0,7.49
21Day,0,14.72,1.34,1.34,2.68,1.34,20.08,0,1.34,12.05
3Month,0,3.84,0,1.28,0.32,0.32,0,0,0.32,0.96
22Month,1.09,4.92,0,0,0.55,0.55,0,1.09,0,0.55
