stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,19.26,0,1.07,1.07
21Day,1.34,2.68,0,17.4,0,0,6.69
3Month,0.64,0,0.96,0.32,0,0,0
22Month,1.09,0,1.09,0,1.09,0,0
