stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,53.12,0,0,0
72hpf,0,0,0,0,0,6.42,0,0,1.07
21Day,0,0,0,0,1.34,1.34,0,0,0
3Month,0.32,10.56,0,8.32,0.32,0,0,0.32,0.64
22Month,0,36.08,0.55,10.39,1.09,0,1.09,1.64,0
