stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,12.26,0,4.09
72hpf,0,0,0,14.98,0,1.07
21Day,0,0,0,4.02,2.68,0
3Month,5.76,1.6,0.96,1.28,22.08,0
22Month,13.67,8.75,1.64,0.55,24.05,2.19
