stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,1.07,0,0,0,40.65,0,2.14
21Day,0,1.34,1.34,0,0,1.34,14.72,0,0
3Month,0,1.6,0,2.88,0,0,0,0,0.64
22Month,0.55,20.77,0,0,6.01,0,0,2.19,1.64
