stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,16.35,0,57.21,0,0,0
72hpf,4.28,0,0,1.07,1.07,50.28,0,2.14,0
21Day,1.34,0,0,4.02,0,17.4,0,1.34,0
3Month,118.7,0.64,33.91,12.8,0.32,3.2,0,8,2.88
22Month,116.98,1.09,3.83,2.19,0.55,5.47,2.73,3.83,3.28
