stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,0,20.43,0,0
72hpf,2.14,66.33,13.91,0,4.28,14.98,1337.24,0,35.3
21Day,0,37.48,12.05,2.68,5.35,9.37,362.74,10.71,26.77
3Month,0.32,25.6,0.32,6.4,6.72,1.28,18.56,2.24,9.28
22Month,0.55,23.51,0,10.39,4.92,0,11.48,2.73,12.57
