stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,32.69,0,0
72hpf,2.14,2.14,0,0,0,23.54,0,3.21
21Day,10.71,1.34,0,1.34,0,14.72,1.34,4.02
3Month,1.92,0,17.92,0.64,0.32,0,0,0
