stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,2.14,1.07
21Day,1.34,0,0,0,0,1.34,1.34
3Month,3.2,0.32,24,1.6,0.32,0,0
22Month,7.11,0,0,1.09,0.55,0,0
