stage,Endothelial,Epithelial,Germ,Neuron,Stromal
24hpf,0,0,0,8.17,0
72hpf,0,19.26,0,6.42,2.14
21Day,0,10.71,0,4.02,0
3Month,0,0.32,0.64,0,0
22Month,1.09,2.73,0,0,0
