stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,1.07,0,0,0,4.28,0,1.07
3Month,0.64,0.32,0,0.32,0,0,0
22Month,2.19,0,0.55,0,0.55,0.55,1.09
