stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,8.17,0,12.26,0,0
72hpf,4.28,0,0,1.07,5.35,0,0
21Day,8.03,0,1.34,2.68,10.71,1.34,2.68
3Month,9.92,1.28,2.24,0.96,0,0.64,0
22Month,0.55,0,0,0,0,0,0.55
