stage,blastomeres,erythrocytes,eye,neural,paraxial_mesoderm,periderm
  3-4,15.29,0,0,0,0,0
 10-12,0,0,0,13.29,11.14,0
 36-46,0,0,0.71,0,0,0
 48-58,0,0,0,1.93,0,0.68
 60-70,0,0,0,12.16,0,0
 72-82,0,0.76,0,0,0,0
 84-94,0,0,1.42,0,0,0
 96-106,0,0,0,1.35,0,0
