stage,eye,glial,hatching_gland,immune,mesenchyme,mural_cell,muscle,neural,olfactory,otic
 14-21,0,0,1.35,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,8.46,0,0
 36-46,0,2.79,0,0,0,0,0,29.13,0,0
 48-58,0,1.7,0,0,2.34,0,0,4.86,0,0
 60-70,0.68,2.37,0,0,0.95,0,0,8.75,0,2.01
 72-82,0,4.67,0,0,1.09,0,0,1.85,0,0
 84-94,0.87,0.9,0,0.82,0.78,0,0.92,7.85,0,1.81
 96-106,0.75,2.73,0,0,0,1.17,0,4.65,0,0
108-118,3.3,7.36,0,0,2.23,0,0,10.36,2.19,1.44
120,5.76,18.38,0,0,8.94,0,0,7.89,0,0
