stage,eye,glial,mesenchyme,neural,spinal_cord
 14-21,0,0,0,4.85,0
 24-34,0.97,0,0,14.37,0
 36-46,0,0,0,18.71,2.83
 48-58,0,0.96,0,30.14,1.06
 60-70,0,0,1.24,31.16,0
 72-82,4.2,2.08,0,53.71,0
 84-94,8.07,0,0,15.77,0
 96-106,8.57,0,0,64,0
108-118,5.62,0,0,45.08,0
120,11.71,0,0,79.89,12.51
