stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,131.08,1758.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.01,0,0,0,0,0,0,0,0,0,0,0
  5-6,201.82,3776.5,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.09,16.8,0,0,147.56,0,9.57,0,0,0,0,0,0,0,0,0,0,0
  7-9,140.76,143.09,0,168.57,0,0,359.34,0,0,0,0,0,91.05,0,0,0,0,0,0,0,0,0,0,0,2504.99,150.19,0,0,1560.32,0,6.58,82.82,0,0,0,0,0,0,0,0,0,0
 10-12,0,86.88,0,63.2,0,0,353.91,0,0,0,0,0,27.08,0,0,0,0,0,0,0,0,0,0,0,1607.48,156.02,0,0,1548.89,0,0,43.35,0,110.95,0,3.87,0,0,0,0,0,0
 14-21,0,0,0.8,6.24,199.53,22.44,80.33,0,1.17,0,13.19,5.9,0.94,3.96,0,0.89,0,0,0,2.26,90.75,0,0,62.43,939.23,47.47,1.69,6.94,71.07,0,9.37,10.65,319.82,3.44,3.63,223.59,315.54,0,0,13.38,0,0
 24-34,0,0,8.85,21.82,46.32,3.12,123.64,0,0,1.72,39.79,0.89,0,0.6,0,1.29,0.77,1.38,6.86,1.12,192.24,0.9,0,122.75,1884.32,9.19,8.68,7.82,0,0,7.88,0,4.49,0.97,3.27,54.46,641.16,0,0,63.46,0,1.35
 36-46,0,0,1.4,0.63,30.19,0,155.67,1.79,0,0.65,26.43,0,0,0.95,2.19,0,0.65,0,0.66,0,120.15,0,0.92,23.09,1221.8,10.09,4.28,1.66,0,0,19.47,3.66,10,4.74,0,0.91,286.22,0,1.37,32.17,0,1.95
 48-58,0,0,0.85,0,0.9,0,280.89,1.41,8.45,3.18,109.86,0,0,0,2.25,0,0.54,0,0,0,58.67,0,1.59,7.49,1219.48,0.45,2.63,0.39,0,0,4.14,0,0,0,2.96,0,209.35,0,0,16.63,0,1.18
 60-70,0,0,0,0,3.93,0,357.81,0,0,2.53,80.4,0,0.78,0,0.6,0,0,0,0,0,38.67,0,2.88,14.03,935.34,0,4.64,5.59,0,0,1.68,0,0,0,0,0,151.57,0,0,13.25,0,0
 72-82,0,0,0,0,3.9,0.87,362.53,0,0,1.4,45.87,0,0,0.58,0.52,0,0,0.91,0,0,36.66,0,2.57,4.09,712.65,0,2.26,0.7,0,0,3.06,0,0,0,0,0,81.3,0.94,0,24.26,0,9.84
 84-94,0,0,1.05,0,11.58,0,286.99,0,0,0,23.79,4.57,0,2.51,8.34,0,0,0,0,0,25.9,0,2.41,7,511.44,0.61,11.79,0.89,0,0,2.34,0,0,0,0,0,106,0,3.67,25.02,0,6.62
 96-106,0,0,1.28,0,3.33,1.04,297.21,0.87,0,0,45.11,2.34,0,0,7.06,0,0.95,1.22,0.7,0,18.53,0,0,5.32,441.13,0,3.39,0,0,0,3.15,0,0,0,0,0,37.71,0,0.88,37.23,1.6,0.9
108-118,0,0,0,0,4.85,1.58,338.61,0,0,0,56.42,1.46,0,0,9.86,0,1.6,1.56,1.8,0,24.49,0,0,0.64,554.53,0.8,2.48,0.86,0,0.76,1.69,0,0,3.62,0,0,39.04,0.54,0.41,13.69,0,0
120,1.12,0,0,0,1.23,0,177.37,0,0,12.74,50.78,0,0,1.61,2.34,0,0,0,0,0,16.75,0,0,2.85,508.51,0,5.85,0,0,0,0,0,0,0,0,0,22.86,0,0,29.88,0,0
