stage,blastomeres,erythrocytes,eye,fin_epithelia,gut,immune,mesenchyme,neural,periderm,spinal_cord
  5-6,28.14,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,9.99,0,0
 24-34,0,0,0,0,0,0,0,0.83,0,0
 36-46,0,0,0,15.62,0,0,0,0,0,0
 48-58,0,0,0,0,0,0.46,0,0.82,0,0
 60-70,0,0,0,0,0,0,5.19,0.94,0,3.03
 72-82,0,0,1.45,0,0,13.08,2.27,0.76,0,1.21
 84-94,0,0,0,0,0,3.87,0,0,0,0
 96-106,0,1.32,0,0,0,12.8,1.21,2.47,2.19,0
108-118,0,0,2.39,0,0.45,17.51,1.28,0,0,0
120,0,0,0,0,2.59,20.32,0,10.88,0,0
