stage,endoderm,eye,glial,mural_cell,neural,notochord,paraxial_mesoderm,periderm,spinal_cord
  7-9,4.71,0,0,0,20.63,0,7.44,0,0
 10-12,11.42,6.57,0,0,34.07,8.45,0,0,0
 14-21,0,0,0,0,1.83,0,0,0,1.12
 24-34,0,0.66,0,0,0,0.83,0,0,1.57
 36-46,0,0.63,0,0,0.84,0,0,0,0
 48-58,0,0.5,0.73,0,1.57,0,0,0,0
 60-70,0,3.69,0,0,1.15,0,0,0,0
 72-82,0,6.53,0,1.52,3.6,0,0,0,0
 84-94,0,3.4,0,0,5.44,0,0,0.68,0
108-118,0,12.02,2.25,0,0,0,0,0,0
