stage,epidermis,eye,glial,mesenchyme,neural,pericytes,spinal_cord,xanthophores
 24-34,0.66,0,0,0,0,0,0,0
 36-46,0,0,0,0,7.1,0,0,0.67
 48-58,0,0,0,2.38,0,0,0,0
 60-70,0,10.89,0,0,0,0,0.75,0
 72-82,0,0,0,1.41,0,0,2.78,0
 84-94,0,0,3.75,1.52,0,6.05,0,0
108-118,4.57,0,4.86,2.84,0,0,0,0
120,0,0,5.76,3.16,9.59,0,0,0
