stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,olfactory,spinal_cord,taste
  3-4,59.88,0,0,0,0,0,0,0,0
  5-6,11.04,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0.89,0,0,0
 24-34,0,0,0,0,0,6.29,0,0,0
 36-46,0,0,0,0,0,24.51,0.87,4.08,0
 48-58,0,1.85,1.33,0.65,0,46.89,0,8.15,0
 60-70,0,0,2.85,1.06,0,118.06,0,9.71,0
 72-82,0,0,20.6,1.68,0,115.28,0,6.62,0
 84-94,0,0,4.17,2.13,0,92.36,0,6.89,0.9
 96-106,0,0,9.53,0,0,61.53,0,0,0
108-118,0,0,25.46,0,1.14,43.55,0,1.76,0
120,0,0,5.06,0,0,48.83,0,0,0
