stage,exocrine_pancreas,glial,heart,mural_cell,neural,spinal_cord,vasculature
 14-21,0,0,0.92,0,0,1.03,0
 24-34,0,0,3.28,0,0,0,0.6
 36-46,0,0,2.89,0,0,0,0
 48-58,0,0,6.54,0.6,0,0,1.23
 60-70,0,0.78,4.13,0,0,0,0
 72-82,0,0,6.01,0,3.45,0,0
 84-94,0,0,1.78,0,0,0,0
 96-106,0,0,12.18,0,0,0,0
108-118,1,0,4.09,0,0,0,0.69
