stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,5667.59,93773.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3596.52,0,0,0,0,0,0,0,0,0,0,0
  5-6,9137.89,104622.78,0,125.76,0,0,0,0,0,0,0,0,0,339.99,0,0,0,0,0,0,0,0,0,0,0,2949.47,413.01,0,0,729.32,0,1950.97,0,0,0,0,0,0,0,0,0,0,0
  7-9,1476.2,1245.95,0,1984.52,0,6.96,0,3590.3,0,0,0,0,0,1615.35,0,0,0,0,0,0,0,0,0,0,0,34173.06,1331.96,0,0,12098.09,0,80.09,146.08,0,12.83,0,0,0,0,0,0,0,0
 10-12,19.1,730.63,0,1481.11,0,230.9,0,2465.39,0,0,0,0,0,459.33,0,0,0,0,0,0,0,0,0,0,0,20218.9,1037.88,0,0,7045.39,0,63.31,45.49,28.07,1061.54,0,47.32,18.17,0,0,0,0,0
 14-21,2.74,2.28,7.65,188.41,2876.3,1436.7,0,1284.7,0,6.15,0,185.01,137.97,40.11,17.7,10.81,121.91,4.2,10.14,39.77,56.98,1093.26,8.59,0,844.27,12262.94,470.45,75.92,198.14,489.69,0,233.1,10.96,2425.71,259.88,178.82,3174.02,3951.68,0,0,98.61,0,36.62
 24-34,0,0,5.36,57.71,564.43,199.93,0,1146.28,2.6,22.56,26.21,253.5,20.66,14.88,35.46,26.74,87.68,30.11,38.97,59.92,70.95,1170.42,15.01,4.33,436.02,12481.13,66.4,234.91,134.04,0,1.14,362.88,0.86,14.1,38.1,57.63,382.79,2788.69,0,0,230.68,0,96.79
 36-46,0,0,0,5.15,221.03,26.4,0,2275.31,16.99,23.71,47.99,637.2,19.06,2.37,34.57,75.95,55.95,19.98,30.71,26.25,56.71,1136.37,6.92,20.8,307.63,15825.74,50.2,254,101.3,0,1.55,318.55,4.47,6.29,35.54,28.81,9.89,3766.98,0,0,88.08,0,108.4
 48-58,0.58,0,0,3.73,229.92,19.7,0,3522.44,14.33,34.13,72.09,1036.36,11.83,3.94,19.12,86.05,35.82,28.05,27.65,45.1,45.61,1390.56,10.43,39.79,267.85,12790.93,22.88,113.69,98.63,0,4.11,229.27,0,0,29.05,9.59,0.83,3084.79,0,4.24,69.2,1.48,110.62
 60-70,0,0,0.77,0.68,178.8,34.66,0,4645.69,14.09,39.57,66.72,919.93,35.91,3.6,16.71,97.41,29.45,44.93,28.49,27.65,16.08,1480.05,6.83,54.35,154.06,10464.69,13.75,89.29,41.25,0.81,6.17,232.75,0,0,27.78,9.68,0,1779.62,4.04,16.56,46.01,5.95,120.54
 72-82,0,0,8.27,1.75,244.79,74.88,1.68,3250.31,8.24,23.9,96.48,915.54,46.76,1.02,25.41,109.14,47.95,38.09,48.21,27.26,16.51,1471.13,17.15,63.08,179.83,6730.95,6.74,140.29,73.5,1.13,11.27,206.26,1.65,0,13.88,9.19,0,893.53,33.64,27.56,110.44,31.71,96.12
 84-94,0,0,14.63,1.56,316.76,60.5,6.49,2487.27,5.03,50.94,55.14,781.35,67.65,2.75,13.64,159.6,66.14,59.44,39.03,60.06,37.13,1299.14,15.11,64.42,147.99,4584.32,15.93,151.63,107.84,3.85,16.3,592.71,0,0,25.32,3.7,0,588.01,47.88,46.7,113.49,30.34,123.86
 96-106,0,0,8.45,2.09,378.84,118.76,2.24,1957.53,15.45,52.41,73.78,794.83,67.79,0,21.62,197.03,75.43,63.02,73.85,43.39,12.09,1225.96,25.94,35.98,129.55,3806.68,16.93,203.33,143.6,1.2,14.42,494.69,3.39,0,21.77,2.86,0,282.77,77.6,27.15,132.8,29.3,63.02
108-118,3.02,0,2.83,5.16,410.58,125.26,5.42,1973.53,9.68,66.85,51.08,971.94,66.6,0,17.4,208,62.98,60.98,70.12,22.5,23.42,1230.62,28.43,34.92,166.99,5612.8,20.11,179.93,115.91,0,14.86,506.41,0,0,21.87,2.73,0,283.15,83.89,27.7,105.24,23.18,103.17
120,1.12,0,0,2.94,328.09,136.42,6.45,1742.82,10.38,56.19,53.4,845.06,55.88,5.2,15.79,226.58,41.32,30.28,51.24,15.6,0,996.36,11.44,16.03,138.72,5015.56,32.65,77.89,123.45,0,31.19,309.83,0,0,7.64,1.37,0,184.17,12.02,18.75,103.96,19.57,23.68
