stage,eye,neural,periderm
 10-12,0,4.39,0
 24-34,0,0,0.67
 60-70,7.21,0,0
 72-82,40.74,0,0.59
 84-94,40.3,0,0
 96-106,59.46,0,0
108-118,37.71,1.1,0
120,48.3,0,0
