stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1327.16,22882.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776.29,0,0,0,0,0,0,0,0,0,0,0
  5-6,2225.08,21775.75,0,30.44,0,0,0,0,0,0,0,0,0,119.29,0,0,0,0,0,0,0,0,0,0,0,758.8,75.74,0,0,171.9,0,310.43,0,0,0,0,0,0,0,0,0,0,0
  7-9,1094.14,411.27,0,661.69,0,6.96,0,1389.32,0,0,0,0,0,1574.64,0,0,0,0,0,0,0,0,0,0,0,11300.87,1000.91,0,0,3361.69,0,63.82,116.89,0,9.82,0,0,0,0,0,0,0,0
 10-12,14.44,334.19,0,618.68,0,58.76,0,1044.88,0,0,0,0,0,1007.26,0,0,0,0,0,5.32,0,0,0,0,3.87,9796.4,915.23,0,0,3049.73,0,46.4,44.28,7.99,485.93,0,4.93,33.08,0,0,0,0,0
 14-21,3.24,3.1,11.19,168.94,8551.12,868.57,0,1537.75,0,71.47,0,229.02,140.37,603.24,23.43,62.61,160.03,8.89,17.36,13.37,72.03,1384.81,50.02,0,1434.11,11506.02,1637.55,48.7,282.15,417.2,0,1071.18,13.89,1530.49,140.23,47.26,2297.05,4307.41,0,0,155.37,0,86.8
 24-34,0.88,1.67,11.49,104.69,2516.09,148.27,0,2224.31,5.43,251.03,96.92,376.47,43.31,36.24,53.89,165.43,195.64,49.83,83.59,47.45,212.38,2793.39,176.44,7.33,1620.43,13154.78,549.21,126.22,203.93,0,1.98,2408.53,0.86,9.98,111.22,23.2,539.5,3528.53,0,0,732.79,0,282.67
 36-46,2.14,0,9.73,20.43,962.13,51.35,0,3101.47,10.65,204.36,310.23,784.84,46.38,1.26,39.46,213.15,70.38,71.14,73,71.28,235.06,2962.87,167.17,34.22,1133.68,13468.66,416.31,153.84,169.61,0,2.47,2660.57,2.81,16.6,50.08,5.8,8.63,3599.6,0,3.69,406.15,0,298.85
 48-58,3.85,0,3.21,11.57,695.29,19.76,0,4284.47,11.29,223.12,338.8,1384.82,78.74,2.17,46.76,188.79,63.03,83.62,71.43,60.26,98.86,3911.2,147.83,99.38,692.78,11659.24,213.78,83.1,188.29,6.64,6.5,1802.39,0,0.92,37.36,11.14,0,2589.57,0,9.69,261.96,3.15,209.39
 60-70,3.64,0,12.69,3.64,497.28,28.73,13,5339.43,15.4,118.83,213.88,1126.01,151.18,0,19.9,122.95,52.21,109.17,61.1,97.37,47.06,3837.8,61.66,154.52,306.03,8731.4,78.91,74.29,131.07,0,35.6,1149.94,0,1.38,46.17,4.7,0,1157.27,6.69,57.45,213.39,33.5,116.72
 72-82,0,0,30.15,4.02,426.18,37.09,47.05,3759.94,8.57,74.05,239.84,943.96,425.81,0.52,23.87,176.99,82.65,81.75,97.54,193.79,23.54,3240.97,105.99,106.33,271.35,6564.68,60.81,112.23,128.91,0,26.63,538.2,0,0,40.83,4.35,0,454.53,28.97,88.97,288.5,66.07,125.9
 84-94,0,0,29.68,6.81,616.1,49.94,113.76,2520.8,18.13,93.01,181.55,587.32,751.39,0.76,26.29,190.23,115.31,80.19,109.41,589.41,43.13,2634.36,123.21,120.41,224.09,4102.65,90.42,92.44,141.83,0,21.69,1293.83,0,0,79.1,1.19,0,254.63,92.25,93.88,304.29,79.99,81.32
 96-106,1.12,0,28.32,13.7,552.34,116.81,75.95,1973.02,9.66,67.84,89.15,576.09,864.15,1.06,46.47,309.85,106.15,63.01,145.17,613.23,43.09,1479.57,82.27,59.44,157.68,3474.98,62.4,113.35,135.98,0,14.72,1010.45,0.93,0,59,0.6,0,172.19,104.55,51.17,266.29,63.98,100.87
108-118,0.45,0,18.57,14.23,493.86,87.98,86.44,1586.45,8.4,59.28,62.46,514.97,798.43,0,23.85,191.19,72.65,77.2,68.53,731.25,54.71,1097.9,96.66,47.19,141.46,3638.68,34.67,96.67,84.91,0,30.66,780.26,0,0,42,0,0,74.98,84.12,31.07,205.3,56.23,66
120,3.56,0,13.37,0,388.85,56.03,27.57,1032.69,2.67,31.65,32.21,459.68,499.3,0,11.94,237.82,36.07,36.29,51.94,246.56,7.68,784.6,35.36,59.14,150.48,3611.02,42.4,25.61,92.15,0,22.14,577.89,0,0,50.58,0,0,63.81,30.09,56.31,189.89,18.97,21.59
