stage,blastomeres,epidermis,eye,glial,ionocyte,mucous,muscle,neural,periderm,pronephros,taste
  5-6,6.98,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,11.67,0,0,0
 24-34,0,0,0,0,0,0,0,1.29,0,3.86,0
 36-46,0,0,0,0,0,0,0,0,0,12.14,0
 48-58,0,0,3.06,0,0,0,0,2.77,0,0,0
 72-82,0,0,0,0,0.64,0,0,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,0,1.33,0
 96-106,0,0,0,1.01,0,0,0,0,0,0,2.14
108-118,0,4.36,0,0,0,0.53,0.48,0,0,0,1.1
120,0,0,0,0,0,0,0,0,1.63,0,0
