stage,blastomeres,epidermis,erythrocytes,eye,immune,lateral_line,mesenchyme,neural,visceral_smooth_muscle
  5-6,7.13,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.52,0,0,0,0,0
 48-58,0,0,3.05,0,0,1.05,0,0.47,0
 60-70,0,0,5.97,0,0,0,0,0,0
 72-82,0,1.96,34.37,0,0,0,0,1.56,1.65
 84-94,0,1.45,52.95,1.01,1.56,0,0,0,0
 96-106,0,2.47,59.58,0,0,0,0,0,0
108-118,0,7.5,37.23,0,1.73,0,0.46,1.3,0
120,0,5.81,65.32,0,0,0,0,0,0
