stage,epidermis,eye,glial,mesenchyme,neural,spinal_cord
 14-21,0,0.86,0,0,4.58,0.8
 24-34,0,0,0,0.86,11.03,0.79
 36-46,0,0,0,0,2.05,0
 48-58,0.42,0,0,0,2.84,0
 60-70,0,0,0,0,12.55,0
 72-82,0,0,1.24,0,5.91,0.64
 84-94,0,1,0.7,0,0.7,0
108-118,0,0,0,0,5.67,0
120,0,0,0,0,10.24,0
