stage,blastomeres,erythrocytes,immune,mesenchyme,neural,paraxial_mesoderm,vasculature
  5-6,6.21,0,0,0,0,0,0
  7-9,0,0,0,0,0,3.71,0
 10-12,0,0,0,0,4.47,0,0
 14-21,0,5.99,0,0,0,0,0
 24-34,0,0.62,0,0,0,0,1.74
 36-46,0,1,0,0,0,0,0
 48-58,0,2.7,0,0,0.84,0,0
 60-70,0,3.38,0,0,1.22,0,0
 72-82,0,27.03,0,0,0,0,0
 84-94,0,30.57,2.45,0,1.51,0,0.59
 96-106,0,31.58,0.71,0,0,0,0
108-118,0,24.64,1.55,3.15,0,0,1.56
120,0,41.98,10.88,0,0,0,0
