stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros
  3-4,28.72,353.65,0,0,0,0,0,0,0,11.57,0,0
  5-6,7.18,527.29,0,0,0,16.53,47.74,0,0,10.51,0,0
  7-9,27.65,39.2,38.9,0,46.21,43.21,592.44,18.08,212.66,0,8.66,0
 10-12,0,20.41,16.11,13.65,39.08,17.96,529.35,6.81,190.1,0,3.78,44.13
