stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,783.55,3782.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.44,0,0,0,0,0,0,0,0,0,0,0
  5-6,2181.79,6390.27,53.53,0,0,0,0,0,0,0,0,0,209.8,0,0,0,0,0,0,0,0,0,0,0,2652.05,15.57,0,0,713.58,0,55.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,253.88,303.05,138.44,0,27.85,0,29.81,0,0,0,0,0,788.68,0,0,0,0,0,0,0,0,0,0,0,718.84,71.53,0,0,6615.34,0,0,18.94,0,9.82,0,0,0,0,0,0,0,0
 10-12,0,124.13,156.66,0,229.08,0,7.55,0,0,0,0,0,26.12,0,0,0,0,0,5.32,0,0,0,0,0,314.68,41.49,0,0,3172.64,0,0,5.55,0,478.11,0,119.92,0,0,0,0,0,0
 14-21,0,0,1.61,28.18,705.38,0,2.64,0,0,0,0,1.93,0,0,0,0,0,0,0,0.85,180.33,0,0,326.57,106.71,1.55,0,0,59.66,0,6.5,0,518.06,0,131.33,714.99,18.63,0,0,260.22,0,0
 24-34,0,0,1.36,12.82,81.06,0,2.46,0,0,0.67,1.57,0,3.09,22.99,0,2.13,0,0,0,0,78.98,0,0,87.07,283.49,0,0,0.69,0,0,35.29,0,2.59,0,8.03,89.96,9.34,0,0,919.18,0,0
 36-46,0,0,0,0,26.29,0,190.74,6.9,0,0.97,49.73,0,0,3.66,0,0,0,6.81,0,0,57.62,0,0,60.33,572.04,0.65,1.35,12.51,0,0.97,47.23,0,0,0,2.64,0,25.75,0,0,552.77,0,0
 48-58,0,0,0,3.11,3.61,0,1002.46,1.19,0,1.51,178.5,0,0,10,0,0,0,0.74,0,1.4,30.22,0,0.54,78.3,448.49,1.42,0,0,0,0,27.73,0,0,0,0,0,39.11,0,0,433.13,0,0
 60-70,0,0,0,5.82,5.94,0,985.2,30.22,0,0.75,345.19,0,4.48,0.76,0.65,1.4,0,1.09,0,0,23.76,0,0.69,69.23,170.08,0,0,0,0,0,42.03,0,0,1.88,0.64,0,15.66,0,0,414.23,0,7.51
 72-82,0,0,0,0.61,163.52,0,501.72,33.82,0,2.76,377.58,2.21,0,8.14,0.94,0,0,0.59,0,0,29.13,0.6,1.84,48.73,95.96,0,3.73,11.22,0,0,22.45,0,0,0,0,0,7.51,0,0,810.68,0,0
 84-94,0,0,0,3.67,114.02,0,412.06,33.22,0,0.77,135.37,0,0,1.5,0.64,0,0,1.68,0,0,16.86,1.78,0,51.99,91.74,1.31,0,2.01,0,0,47.18,0,0,2.26,0,0,14.59,0,2.12,821.55,0.82,0
 96-106,0,0,0,11.72,291.7,0,248.35,47.92,2.61,0.72,166.66,0.63,0,4.15,0.57,3.87,0,0,0.97,0,14.65,0,1.09,36.46,118.07,0,2,0.66,0,0.87,61.28,0,0,0.81,0,0,12.81,14.52,0,656.93,1.18,0
108-118,0,0,0,4.21,133.54,2.65,244.18,20.04,0,0,164.18,0,0,3.21,0,0.43,1.18,0,1.34,0,20.03,0,0,44.47,87.18,0,0,0.67,0,0,24.85,0,0,0.85,0,0,0,0,0,438.02,1.05,0.91
120,0,0,0,26.19,155.32,0,211.26,52.6,3.6,0,322.09,0,0,3.24,1.58,3.56,0,0,0,0,17.23,0,0,49.12,242.73,2.06,8.55,0,0,0,19.39,0,0,0,0,0,14.95,0,0,821.91,0,0
