stage,eye,neural,spinal_cord,vascular_smooth_muscle,vasculature
 24-34,0,1.06,0,0,0
 36-46,0,5.02,2.62,0,0
 48-58,2.33,12.28,0.48,0,0
 60-70,3.31,3.14,0,0.73,0
 72-82,1.32,1.32,0,0,1.05
 84-94,0.99,0,0,0,0
 96-106,0,6.57,0,0,0
