stage,epidermis,erythrocytes,eye,glial,gut,neural,periderm,pgc,presomitic_mesoderm,vasculature
 14-21,0,2.91,1.2,0,0,6.38,0,0,1.02,0
 24-34,0,0,0,0,0,3.06,3.5,0,0,0.9
 36-46,0,0,0,0,0,3,0,0,0,0
 48-58,0,0,0,0,0,0.95,0,0,0,0
 60-70,0.83,0,3.95,1.86,0.62,2.67,0,0,0,0
 72-82,0,0,0,0,0.81,6.84,0,0,0,0
 96-106,0,0,2.3,0,0,0,0,0,0,0
108-118,0,0,8.41,0,0,0,0,0.42,0,0
120,0,0,14.12,0,0,0,0,0,0,0
