stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.96,610.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.19,0,0,0,0,0,0,0,0,0,0
  5-6,29.55,466.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.85,0,0,0,9.41,0,10.87,0,0,0,0,0,0,0,0,0,0
  7-9,0,21.13,0,5.08,0,0,0,23.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.23,4.08,0,0,91.12,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,19,0,49.2,0,0,0,0,0,0,0,0,0,6.61,0,0,0,0,0,0,0,0,0,0,0,271.95,6.18,0,0,243.37,0,0,0,7.91,0,11.64,5.32,0,0,0,0,0
 14-21,0,0,0,1.93,77.21,8.11,0,3.83,0,4.49,0,1.86,2.96,1.91,0,1.12,3.36,0,0,2.42,0.94,39.56,0,0,34.59,107.96,37.33,1.99,8.02,43.92,0,4.27,216.71,0,13.13,168.55,17.51,0,0,2.28,0,0
 24-34,0,0,0.84,1.93,31.48,1.81,0,17.84,5.53,2.65,5.12,1.31,0,0,2.03,10.69,0,0,4.39,2.66,0.62,107.41,0,0,43.22,105.86,71.12,1.36,22.23,0,0,3.74,0,5.19,7.68,56.08,11.43,0,0,38.02,0,0
 36-46,0,0,0,0,19.28,0,0,13.79,22.64,12.56,16.72,2.94,2.85,0,0.57,39.63,0,1.48,4.46,0.57,0,152.13,0,3.02,49.75,100.85,56.24,1.79,19.91,0,0,3.21,0,11.4,7.68,4.62,7.04,0,0,12.89,0,0
 48-58,0,0,0,0.41,5.28,0,0,36.1,27.43,3.37,54.81,13.35,0,0,3.62,26.37,0,0.63,9.71,0,0,267.06,0,15.33,48.18,116.96,62.99,3.94,14.76,0,0.56,0,0,0.43,5.45,0,17.81,0,4.83,22.93,0,0
 60-70,0,0,0,2.79,18.97,0,0,49.18,25.06,4.83,50.91,41.78,3.19,0,1.29,61.06,0.6,1.29,6.59,0,0.86,419.08,0,23.38,18.13,86.97,63.38,1.22,8.05,0,0,4.1,0,10.06,5.41,0,12.94,0,19.19,37.67,15.72,0
 72-82,0,0,1.74,0.56,5.72,0,0,56.15,17.52,3.38,76.74,67.42,5.65,0,3.02,41.79,2.43,3.75,16.62,8.15,0,653.43,0,17.71,25.13,59.1,27.69,0,29.29,0,0.84,5.46,0,2.49,0.55,0,7.69,3.67,27.66,87.87,45.41,0
 84-94,0,0,0,0,10.84,2.8,0,58.93,7.96,0,41.24,46.62,12.49,1.22,3.06,123.24,6.51,0,20.97,4.92,0,474.34,0,42.42,11.5,93.66,83.77,0,36.44,0,0,8.18,0,9.01,0.74,0,0,4.34,46.18,54.54,51.52,0
 96-106,0,0,1.05,0,16.74,3.22,0,35.2,7.71,0.63,22.18,56.67,6.17,0,6.55,85.14,2.73,7.72,32.1,9.28,0.81,528.24,6,38.88,28.84,109.13,43.52,3.57,28.34,0,9.36,3.4,0,4.72,2.27,0,0,9.77,18.86,83.89,50.94,10.56
108-118,0,0,0,0,16.26,7.9,0.56,46.9,19.14,1.11,34.6,67.18,5.6,0,0,92.8,2.42,2.6,22.01,20.31,5.19,496.91,0,32.72,15.38,47.93,86.64,3.08,44.73,0,0,0.91,0,4.58,4.78,0,1.08,10.97,20.17,52.75,37.2,0
120,0,0,0,0,33,1.98,0,40.51,2.14,2.08,65.94,114.15,5.09,0,7.84,93.27,1.48,0,18.48,27.73,0,512.11,3.12,48.89,13.46,33.36,153.78,1.99,26.39,0,10.47,1.65,0,9.96,0,0,5.78,6.23,14.44,39.33,68.53,0
