stage,axial,epidermis,eye,fin_epithelia,mesenchyme,muscle,neural,notochord,spinal_cord
 14-21,0,0,0,0,0,0,0,0,0.84
 24-34,0,0.79,0,0,1.64,0.71,0,0,0
 36-46,0,1.54,0,0,1.88,0,0,0,0
 48-58,0,0,0,1.82,0,0,0,0,0
 60-70,0,0,0,0,2.62,0,0,0,0
 72-82,0,0,0,0,2.94,0,0.56,0,0
 84-94,0,2.82,0,0.6,2.92,1.16,0,0,0
 96-106,0,1.01,0,0,0,1.44,0,0,0
108-118,0,2.54,0.51,0,6.32,0,1.53,0,0
120,1.12,0,0,0,1.86,1.91,0,4.01,0
