stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,125.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0
  5-6,19.19,168.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,16.11,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.82,0,0,0,10.08,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.38,0,0,0,0,0,0,0,11.84,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.3,3.01,2.88,0,10.12,0,0,0,0.85,0,0,0,0,0.9,0,0,0,0,0,0,0,1.94,351.56,0,0.84,0,0,0,0,0,0,0,4.15,161.4,0,0,0,0,0
 24-34,0,0,0,0,16.4,0,0,70.81,0,1.8,0.84,565.02,3.07,0,0,0,0.59,0,1.23,0,2.17,29.85,0,0,12.1,7073.81,4.38,0.78,0,0,0,2.95,0,0,0,0,1209.88,0,0,4.08,0,3.67
 36-46,0,0,0,0,7.82,0,0,307.38,0,1.39,0.82,3714.35,0,0,0,0,0,0,0,0,7.34,54.37,0,0.8,8.69,13859.69,11.42,6.44,15.49,0,0,41.55,0,0,0,0,2765.98,0,0,1.81,0,10.19
 48-58,0,0,0,0,96.94,6.64,0,1557.07,3.07,13.35,5.39,12219.6,0,0,0.58,11.7,0,7.91,1.21,10.83,12.22,172.68,1.19,4.59,18.96,15407.92,14.82,3.94,8.81,0,0.45,27.34,1.31,13.69,2.19,0,5561.97,0,0,12.64,0,27.99
 60-70,0,0,0.91,0,74.57,3.52,0,2747.2,1.28,0,5.18,31780.05,2.66,1.77,0,16.37,0,9.05,15.23,3.14,8.52,147.13,0.58,12.69,28.35,13376.34,2.45,5.02,20.64,0,0,33.82,0,19.75,2.95,0,4569.92,0,4.5,6.91,0,13.32
 72-82,0,0,2.19,1.68,126.32,42.34,1.26,3625.9,0,17.28,22.33,35888.45,5.07,0,8.1,11.7,2.98,5.03,1.62,20.91,5.46,201.27,11.17,12.72,17.89,9126.16,8.26,7.05,26.5,0,4.42,23.31,0,0.68,1.5,0,1378.87,16.07,0.93,28.35,4.99,23.97
 84-94,0,0,0,0,180.98,17.92,3.84,3275.99,0,6.25,2.54,27018.91,3.91,0,4.67,5.71,1.76,9.79,0.69,0,6.4,207.5,21.92,26.53,42.17,5063.82,3.17,10.23,19.42,0,4.14,42.47,0,0,0.63,0,934.27,11.67,2.12,21.48,32.75,27.19
 96-106,0,0,3.7,0,280.87,103.47,11.3,2454.95,32.09,10.77,0.89,24871.15,4.76,0,2.33,13.44,18.41,1.25,5.45,54.61,0,190.32,2.19,1.26,51.3,3791.79,5.46,10.69,38,0,0,41.3,0,0,1.42,0,246.77,15.74,15.68,11.59,0,20.01
108-118,0,0,0,0,105.65,23.25,0,1771.07,1.95,8.85,3.77,32082.29,5.49,0,0.69,22.35,29.19,0.42,0.51,22.59,1.55,177.02,0.43,0,17.61,3831.69,8.53,20.9,71.23,0,3.77,20.09,0,0,2.66,0,338.26,8.63,0,15.48,0,4.3
120,1.12,0,0,0,204.92,40.59,5.97,4192.96,0,3.77,4.09,84073.15,9.33,0,0,63.97,2.21,0,2.07,12.66,0,234.87,0,4.71,28.48,9375.55,2.06,20.71,53.78,0,0,22.68,0,60.34,0,0,499.57,6.92,0,18.94,0,22.38
