stage,endoderm,epidermis,eye,immune,iridophores,liver,mesenchyme,neural,paraxial_mesoderm,periderm,vascular_smooth_muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,4.15,0,0,0
 14-21,0,0,0,0,0,0,0.9,0,0,0.83,0,0
 24-34,0.65,0.61,0,0,0,0,5.56,1.58,0,0,0,0
 36-46,0,0,0.65,0,0,0,0,0,0,0,0.85,0
 48-58,0,0,0,0,0,0.82,1.76,0.89,0,0,0,0
 72-82,0,0,0,0,0.59,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,1.64,0,0,0,0,0,0
 96-106,0,0,0,0.66,0,1.8,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,12.45
