stage,epidermis,erythrocytes,exocrine_pancreas,eye,gut,immune,ionocyte,mural_cell,neural,periderm,spinal_cord,vasculature
 14-21,0.82,0,0,0,0,0,0,0,1.28,0,0,0
 24-34,0,0,0,0.78,0,0,0,0,8.11,0.81,1.38,0
 36-46,0,0,0,0,0,0,0,0,0.76,1.87,0,0
 60-70,0,0,0,0,0,0,0,0,1.31,0,0,0
 72-82,0,6.28,0,0,0,0.74,0,0,1.41,0,0,0
 84-94,0.55,0,0,0,0,0.82,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,0,0,0,0,0.59
108-118,0,0,0.76,0,0.63,1.91,0,0.94,0,0,0,0
120,1.43,0,0,6.19,0,1.5,1.25,0,12.05,0,0,1.23
