stage,axial,blastomeres,glial,gut,mesenchyme,neural,paraxial_mesoderm
  3-4,0,37.28,0,0,0,0,0
  5-6,6.33,23.93,0,0,0,0,0
  7-9,0,0,0,0,0,25.59,7.94
 10-12,0,0,0,0,0,11.67,0
 14-21,0,0,0,0,2.2,1.42,0
 24-34,0,0,0,0.61,0,2.18,0
 48-58,0,0,0.45,0,0,0,0
