stage,blastomeres,endoderm,epidermis,eye,gut,ionocyte,liver,mucous,neural
  5-6,20.65,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0.65
 72-82,0,0,8.5,0,0,0,0,0,1.14
 84-94,0,1.06,0,0,0,0,0.74,0,0
 96-106,0,0,43.15,0,11.16,0,0.62,0,0
108-118,0,1.07,41.76,3.5,12.39,1.96,14.41,0.53,0.84
120,0,0,44.97,0,0,0,0,0,0
