stage,blastomeres,eye,mesenchyme,neural,olfactory,paraxial_mesoderm,periderm,taste
  7-9,0,0,0,7.3,0,7.15,0,0
 10-12,7.25,0,0,0,0,0,0,0
 36-46,0,0,0.72,1.68,0,0,0,0
 60-70,0,0,0,0,1.42,0,2.39,0
 84-94,0,0,0,0,0,0,4.11,0
 96-106,0,0,0,0,0,0,3.7,0
120,0,10.17,0,0,0,0,1.55,1.84
