stage,eye,glial,immune,mesenchyme,neural,somites,spinal_cord
  7-9,0,0,0,0,8.37,0,0
 14-21,0,0,0,0,0,3.15,0
 24-34,0,0,0,0.6,0.75,0,1.21
 48-58,0,0,0,0,5.64,0,0
 60-70,1.17,2.21,0,0,2.37,0,0
 72-82,0.62,0,0,0,0,0,1.4
 84-94,1.79,0,0,0,0,0,0
 96-106,0,2.49,0,0,0,0,0
108-118,0,0,6.49,0,0,0,0
