stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,101.25,3745.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.1,0,0,0,0,0,0,0,0,0,0,0
  5-6,161.61,2926.86,0,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.89,23.29,0,0,28.01,0,38.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.61,123.78,0,118.67,0,0,0,383.42,0,0,0,0,83.25,0,0,0,0,0,0,0,0,0,0,0,2686.85,35.93,0,0,922.8,0,10.11,18.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,161.36,0,157.19,0,18.32,0,403.53,0,0,0,0,22.48,0,0,0,0,0,0,0,0,0,0,0,3746.31,49.82,0,0,1049.22,0,0,26.54,0,171.46,0,0,3.51,0,0,0,0,0
 14-21,0,0,0.82,24.79,258.38,69,0,272.45,0,0,69.09,5.73,0,3.46,0,10.63,0,3.99,0,0,187.28,0.82,0,104.55,3922.22,71.43,17.26,34.67,93.35,0,37.71,4.85,198.48,16.18,0.81,170.03,983.99,0,0,9.74,0,0
 24-34,0,0,0.71,7.03,80.12,32.73,0,780.88,0,2.64,61.74,0,3.85,1.87,6.01,7,3.68,8.47,1.97,1.71,306.93,1.33,3.01,105.57,4320.91,14.87,25.06,29.38,1.99,0,37.6,0,1.89,3.55,3.77,16.7,733.65,0,0,43.12,0,1.73
 36-46,0,0,0,0.56,43.65,4.63,0,1069.94,6.9,0.95,49.38,0.58,0,3.19,10.54,0,8.81,1.73,0.57,0,192.75,0.98,3.38,49.42,2088.46,4.44,15.51,10.14,0,0,19.26,0,0.86,4.74,0,0,353.91,0,0,12.59,0,30.07
 48-58,0,0,0,0.5,26.25,1.07,0,942.36,4.13,3.62,62.82,4.56,0,1.37,2.45,0.88,1.76,3.86,1.55,7.61,188.03,0.74,6.01,38.64,923.19,5.16,3.2,11.77,0,0,4.31,0,3.76,1.33,0,0,121.78,0,0,13.73,0.81,14.34
 60-70,0,0,0,0,18,0,4.29,601.37,14.18,1.8,98.62,7.8,2,0.71,9.25,0,7.49,1.33,4.3,0,126.76,0,3.46,21.01,524.37,2.57,3.5,3.92,0,1.42,4.76,0,0,1.18,0,0,26.79,0,0,21.21,0,9
 72-82,0,0,0,0,16.82,1.24,0,265.1,0,2.32,76.2,6.65,0,1,4.24,2.97,0,1.41,3.16,0,124.42,0,17,26.09,323.57,0.5,5.32,4.9,0,0,8.98,0,0,0.64,0,0,7.15,2.32,0.5,9.59,0.67,10.05
 84-94,0,0,0,0,27.14,7.69,0.69,310.26,0,0.77,51.03,9.25,0,0,11.95,4.34,0.74,0,8.43,0,126.63,0,8.01,32.49,313.71,6.08,6.91,7.86,0,2.79,15.02,0,0,2.76,0,0,7.43,2.65,0,19.62,0,0
 96-106,0,0,0,0,26.34,4.4,0.67,198.73,1.07,1.62,63.96,2.86,0,5.73,8.63,2.07,0,3.98,12.45,0,83.17,0.68,2.11,11.66,205.04,0.82,3.38,7.81,0,0.81,11.1,0,0,1.93,0,0,5.17,0.67,0.56,13.43,1.11,0
108-118,0,0,0,1.17,26.16,10.48,0,221.23,0.88,3.76,71.93,7.41,0,1.17,10.95,3.81,4.96,1.2,6.52,1.02,83.9,0.63,3.32,10.88,330.67,0,6.91,7.37,0,5.68,6.97,0,0,0,0,0,3.16,1.61,2.05,14.94,0,0
120,0,0,0,0,12.79,12.45,0,233.73,1.32,1.82,92.69,5.88,0,0,7.02,0,4.47,1.76,5.69,0,73.82,0,3.46,17.78,250.05,1.42,3.18,1.81,0,0,5.31,0,0,0,0,0,0,0,0,9.1,2.31,0
