stage,erythrocytes,immune,ionocyte,liver,mesenchyme,neural,paraxial_mesoderm,xanthophores
  7-9,0,0,0,0,0,0,3.58,0
 10-12,0,0,0,0,0,4.01,0,0
 36-46,0,0,0.93,0,0,0,0,0
 60-70,0,0,0,1.45,0,0,0,3
 72-82,0,1.09,0,0,2.51,0,0,0
 84-94,0,0,0,0,0,0,0,3.55
 96-106,0,0.88,0,0,1.82,0,0,0
108-118,2.21,2.67,0,2.34,0,0,0,0.45
