stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.11,3818.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,226.75,3962.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.9,17.23,0,0,16.8,0,88.4,0,0,0,0,0,0,0,0,0,0,0
  7-9,29.29,215.15,0,97.82,0,0,0,698.63,0,0,0,0,97.4,0,0,0,0,0,0,0,0,0,0,0,4992.67,71.13,0,0,1239.26,0,36.43,59.56,0,25.58,0,0,0,0,0,0,0,0
 10-12,3.8,167.98,0,132.59,0,0,0,347.7,0,0,0,0,67.63,0,0,0,0,0,0,0,0,0,0,0,3647.66,100.44,0,0,1072.54,0,25.82,60.57,11.71,139.58,0,0,5.09,0,0,0,0,0
 14-21,0,1.47,0,14.28,195.16,35.64,0,137.12,0,0,10.53,2.86,1.19,0,0.85,0.91,0.87,0,0,4.59,75.24,0,0,37.12,1224.89,10.49,0,5.68,17.86,0,20.57,3.02,152.01,1.05,4.46,152.2,207.9,0,0,2.72,0,0
 24-34,0,0,0,6.95,17.72,3.03,0,148.22,1.1,0,15.04,0.61,0,7.07,0.65,0,2.4,2.9,1.04,1.22,83.25,0,1.63,35.57,1065.45,1.7,4.95,7.47,0,0,7.98,0,1.59,4.44,0.95,18.56,198.99,0,0,18.42,0,4.57
 36-46,0,0,0.98,0.56,2.88,17.91,0,137.08,0,0.75,27.32,0,0,1.05,0,0,1.81,2.32,16.81,0,55.18,0,1.64,17.35,529.93,1.4,1.38,0.61,0,0,17.81,0.68,3.65,0,0,0,104.47,0,0,1.73,0,0
 48-58,0.77,0,0,1.75,4.48,0,0,206.38,0,4.18,39.7,1.1,0,1.17,0.52,0.8,1.81,0.4,3.84,0.79,59.89,0.59,8.82,17.35,331.43,4.07,0.82,0.78,0,0,10.31,0,0,0.87,0,0,62.01,0,0,2.76,0.78,0
 60-70,0,0,0.62,0,5.23,3.91,0,157.83,5.04,2.17,20.51,1.96,0,0.71,0,0,0,1.38,1.41,0,64.48,1.53,1.74,20.07,177.5,4.58,0,0,0,0.71,1.7,0,0,1.27,0,0,28.01,0,0.9,7.18,0,5.05
 72-82,0,0,0.53,0,10.25,13.46,0,106.32,1.48,2.01,42.03,2.32,0,0,1.65,0,0.62,2.48,2.04,0,61.5,0.82,8.12,14.22,133.82,0,1.87,2.12,0,1.77,8.24,0,0,0,0,0,6.54,1.39,2.02,8.48,0.69,5.12
 84-94,0,0,0,1.04,7.09,26.07,0,110.28,0,1.75,26.21,4.59,0,1.76,1.12,2.57,1.61,0.76,0,0,67.02,0,1.37,11.33,110.32,2.29,2.63,1.19,0,0.6,14.39,0,0,0,7.9,0,8.94,0,3.38,9.84,5.25,2.04
 96-106,0,0,0,1.03,15.16,9.46,3.52,86.01,2.85,6.01,28.45,0.7,0,2.48,2.13,1.62,0.75,4.81,0,0.57,55.17,0,0.63,6.33,118.24,0.64,4.22,1.2,0,3.28,12.93,0,0,0,0,0,6.43,3.1,1.65,5.49,1.59,0.85
108-118,0,0,0,0,13.53,6.91,3.34,75.15,2.29,3.75,49.97,2.02,0,0.92,13.37,1.69,1.1,4.92,0.47,0,81.34,0,0.69,16.72,175.68,0.96,3.67,4.58,0,5.39,5.81,0,0,0,0,0,3.32,0,0.82,7.55,1.1,0.87
120,0,0,1.22,0,62.71,16.22,0,59.04,0,1.74,23.51,6.99,0,0,9.45,0,0,0,7.57,1.54,73.39,1.46,0,21.85,222.92,0,1.26,2.84,0,2.67,13.12,0,0,0,0,0,3.3,0,0,3.97,0,2.34
