stage,blastomeres,epidermis,eye,glial,neural,notochord,paraxial_mesoderm,periderm
  5-6,6.91,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,5.84,8.29,0
 36-46,0,0,0,0,1.32,0,0,0
 48-58,0,0,0,1.07,1.32,0,0,0
 60-70,0,0,0,0,1.24,0,0,0
 72-82,0,0,0.57,0,0,0,0,1.21
 84-94,0,0.95,0,0,0,0,0,0
 96-106,0,0,0,1.1,0,0,0,0
