stage,axial,blastomeres,endoderm,erythrocytes,eye,glial,gut,mesenchyme,neural,spinal_cord,vasculature
  3-4,0,26.35,0,0,0,0,0,0,0,0,0
  7-9,6.38,0,4.95,0,4.17,0,0,0,21.27,0,0
 10-12,0,0,0,0,0,0,0,0,29.09,0,0
 24-34,0,0,0,0,0,0,0,0,1.14,0,0
 48-58,0,0,0,0,0,0,0,0.83,0.63,1.05,0
 60-70,0,0,0,0,0,2.1,0,0,0,0,0.73
 72-82,0,0,0,0,0,0,0,0,1.45,0,0
 84-94,0,0,0,0,1.21,0,0.73,0,0,0,0
 96-106,0,0,0,0,5.38,0,0,8.51,0,0,0
108-118,0,0,0,1.77,0,0,0,0,0,0,0
