stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,56.52,1053.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43,0,0,0,0,0,0,0,0,0,0
  5-6,217.17,1927.01,0,10.49,0,0,0,0,0,0,0,0,0,50.75,0,0,0,0,0,0,0,0,0,0,0,106.72,18.98,0,0,0,0,6.16,0,0,0,0,0,0,0,0,0,0
  7-9,17.49,20.32,0,103.11,0,0,0,43.79,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,736.23,7.3,0,0,172.19,0,0,17.47,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,18.13,0,0,0,24.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.1,12.57,0,0,38.55,0,0,0,0,7.15,0,0,0,0,0,0,0
 14-21,0,0,6.13,1.32,6.95,3.2,0,1.83,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,5.48,22.01,5.29,0,0,0.9,0,0,0,1.22,0,0.96,40.45,0,0,0,0,0
 24-34,0,0,4.39,3.71,5.85,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,3.56,201.94,0.62,1.22,0,0,0,1.41,0,0,2.43,0,107.6,0,0,0.93,0,0.63
 36-46,0,0,0,0,12.11,0,0,2.34,0,0,0,1.93,0,0,0,0,0,0,0,1.34,0,1.43,0,0,1.51,281.62,0,2.63,0,0,0,0.7,0,0,1.04,0,70.34,0,0,0,0,0
 48-58,0,0,0.54,0,16.9,0,0,22.17,0,0.99,0.56,4.44,0,0,0,0,0,0,0,0,0,9,0.82,0,0.42,750.29,3.5,0,0,0,0,7.03,0,0,0,0,46.13,0,0,0,0,8.46
 60-70,0,0,0,0,14.93,4.76,0,106.13,0,0.86,0,3.1,0,0,0.78,0,7.11,0.65,1.16,0,0,12,0,0,2.08,1375.05,0,0,0,0,0,2.73,0,0,1.95,0,57.59,0,0,0,0,2.23
 72-82,0,0,2.02,0,13.58,6.37,0,125.01,0.49,0,0.68,7.99,1.02,0,0,2.57,0,5.74,0.9,0,0,30.71,0,0.72,3.53,1563.81,0,0,0,0,0,1,0,0,1.02,0,98.62,0,2.34,0,0.58,6.08
 84-94,0,0,6.49,0,9.87,0,0,81.98,0,3.38,0,15.38,1.68,0,0,0,0,1.42,0,0,0,12.94,0,0,2.14,896.67,0,0,0,0,0,0,0,0,0,0,56.26,2.4,0,0,0,25.23
 96-106,0,0,5.95,0,13.31,0,0,76.54,0,0,0,11.99,0.62,0,0,0,1.84,1.51,0,0,4.07,26.81,0,8.84,2.18,1014.39,0,0.57,0.59,0,0,0,0,0,0,0,22.02,0.81,0,0,0,5.66
108-118,0,0,0,0,14.27,4.61,0,99.47,0,0,0,8.46,0.52,0,0,0.64,0,9.48,0,0,0,18.17,0,0,3.16,920.1,0,0,0,0,0,1.69,0,0,0,0,19.91,3.51,0,2.76,1.03,3.83
120,0,0,6.47,0,26.08,0,14.33,174.39,0,1.5,0,9.23,0,0,0,0,0,10.9,0,0,0,40.95,0,15.44,0,1833.18,4,12.69,0,0,11.71,8.69,0,0,0,0,19.61,0,0,0,0,0
