stage,blastomeres,eye,immune,mesenchyme,neural,periderm,pgc,spinal_cord
  3-4,15.22,0,0,0,0,10.11,0,0
  5-6,18.68,0,0,0,0,0,0,0
  7-9,0,0,0,0,19.72,0,0,0
 10-12,0,0,0,0,16.39,0,9.77,0
 14-21,0,0,0,0,1.2,0,0,0
 24-34,0,0,4.47,0,0,0,0,0
 36-46,0,0,0,0,1.71,0,0,0
 48-58,0,0.7,0.86,0,0,0,0,1.37
 60-70,0,0,17.82,0,3.04,0,0,0
 72-82,0,0,11.45,0,1.36,0,0,0
 84-94,0,0,11.85,0,0,0,0,0
 96-106,0,0,6.09,0.78,0,0,0,0
108-118,0,0,6.95,0,2.57,0,0,0
120,0,0,25.41,0,11.53,0,0,0
