stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,123.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,10.11,297.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.61,0,0,8.03,0,6.96,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.05,0,0,0,11.65,0,5.09,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.09,0,19.46,0,0,9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.49,10.58,0,0,22.26,0,0,0,0,0,0,4.75,0,0,0,0,0,0
 14-21,0,0,0,0,5.68,2.72,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,23.64,0.88,0,0,1.21,0,4.82,1.27,5.42,0.82,0,8.24,14.8,0,0,0,0,0
 24-34,0,0,1.58,0,7.98,1.6,4.25,0,0,0.63,2.88,0,0,0,0,2.34,0,0.68,1.34,0,13.13,0.91,0,6.14,171.52,1.4,0,2.77,0,0,10.49,0,0,0.98,3.8,7.1,44.04,0,0,7.18,0,0
 36-46,0,0,0,0,0.79,0,44.19,0,0,0.56,10.8,0.56,0,0,0,0,0,1.79,0,6.36,14.7,0.99,0,6.66,438.15,6.87,4.5,0,0,0,4.3,0,0,0,0,0,87.5,0,0.62,5.39,0,0
 48-58,0,0,0.54,0,3.31,0,75.67,0,0,1.95,18.29,0,0,0.66,0.5,0,2.64,0,0,0.48,18.38,0.83,0,4.11,459.69,0,2.1,0,0,0,8.58,0,0,0.38,0,0,91.37,0,0,2.69,0,9.29
 60-70,0,0,0,0,9.29,0,142.52,0.79,0,1.85,41.32,0.63,0,0.75,0,0,12.98,0.82,1.82,0,20.75,0,0.95,2.61,594.02,0,1.08,2.59,0,0,4.59,0,0,0,0,0,103.43,0,1.77,5.88,0,0.79
 72-82,0,0,0.61,0,6.89,9.22,184.01,0,0,1.27,25.91,0.72,0.52,2.73,0.83,0,0,0.79,0,3.9,32.05,1.31,5.29,1.38,590.26,0.51,1.83,0,0,1.12,1.29,0,0,0,0,0,39.22,0.53,0,14.72,0,2.17
 84-94,0,0,0,0,3.4,5.72,123.18,0,0,0,21.79,0.62,0,0,5.35,0,1.75,0.69,0,0,18.57,0.89,5.67,1.61,370.97,1.3,2.52,0,0,0,13.98,0,0,0,0,0,17.6,1.5,1.67,2.6,2.27,8.19
 96-106,0,0,1.41,0,5.82,8.97,151.33,0,0,0.97,33.5,7.67,0,0,0.92,0,6.49,1.42,0,0,27.08,0,0,3.15,344.35,0,6.22,1.59,0,0,9.65,0,0,0,0,0,6.41,0.67,1.51,7.77,0.91,0
108-118,0,0,0,0.49,8.14,3.09,108.12,0,1.19,0.74,31.75,4.81,0,2.35,1.94,0,4.27,0,7.02,2.62,16.48,0,0,2.71,309.84,1.72,3.65,1.42,0,3.05,6.17,0,0,0.84,0,0,13.95,0.8,0,4.69,0,5.99
120,0,0,0,0,3.51,25.98,84.7,1.18,0,5.23,45.74,4.85,0,0,0,0,0,0,0,0,24.51,0,2.75,0,336.73,0,0,2,0,0,6.67,0,0,0,0,0,17.88,1.37,2.93,2.95,0,0
