stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,1.28,0,5.4,58.57,8.34,0,8.4,0,1.44,0,4.92,1.7,2.87,5.63,3.47,2.69,0,1.33,0,1.01,28.77,0,0,16.57,179.93,7.19,2.24,1.61,22.78,0,48.62,0,196.38,1.69,11.27,153.4,62.93,0,0,10.05,0,0
 24-34,0,1.41,1.64,42.37,10.67,0,39.23,0,8.07,3.1,12.56,0,0,10.04,21.16,5.07,1.94,2.13,7.03,2.24,64.09,0,0,41.3,617.34,14.44,5.77,5.31,0,0,142.4,0,0,8.69,6.57,34.71,123.69,0,0,84.62,0,0
 36-46,0,0,0.56,13.56,37.61,0,105.84,8.9,24.24,2.8,21.25,0.56,0,3.97,30.52,0.58,0,0,5.97,1.95,70.4,0.66,4.15,23.97,970.8,4.06,18.6,4.24,0,0,198.48,0,0,5.59,1.89,0,161.53,0,0,40.51,0,5.67
 48-58,0,0.4,0,35.17,45.28,0,185.6,8.08,13.54,5.46,57.73,2.69,0,5.81,27.86,0.39,2.67,2.83,6.09,8.66,134.99,11.16,13.93,19.18,1406.7,1.62,8.62,5.02,0,0.73,177.27,0,0,0.42,9.94,0,183.07,0,1.29,70.13,0,12.2
 60-70,0,0,0,39.45,39.6,0,303.12,2.32,16.56,7.28,55.32,4.11,0,16.45,70.15,1.21,2.01,0.69,0,3.27,169.69,2.92,4.78,22.78,1560.38,2.98,23.24,20.41,0,0.84,86.38,0,0,0,5.28,0,133.43,0,9.07,46.41,11.56,11.14
 72-82,0,3.42,0,28,207.86,0,446.45,1.73,4.21,10.6,94.69,6.93,0,6.02,15.97,2.11,7,12.42,4.5,1.95,239.77,2.67,12.63,27.65,1464.13,3.47,31.67,5.12,0,0.77,72.52,0,0,4.91,2.89,0,91.76,1.27,5.57,71.03,15.35,29.67
 84-94,0,9.24,2.04,63.09,219.18,0,383.59,0.8,5.93,22.44,87.13,18.55,0,1.97,60.21,5.53,2.73,5.86,4.99,6.62,202.82,5.17,10.32,16.41,1157.17,9.69,27.74,2.58,0,7.18,222.83,0,0,8.48,0.6,0,45.72,2.99,5.91,117.02,25.17,23.12
 96-106,0,6.45,0,49.02,220.71,0,348.77,4.19,12.56,16.78,85.22,13.46,1.06,7.18,59.13,11.3,20.07,3.76,21.03,1.5,175.43,15.72,7.84,10.83,847.4,8.86,35.41,3.59,0,1.92,158.69,0,0,2.44,0.82,0,44.45,9.81,3.11,89.43,13.99,15.48
108-118,0,7,0,55.83,128.37,2.07,335.54,4.97,16.81,7.99,72.54,22.57,0,5.2,54.66,10.31,4.19,2.36,6.5,3.51,184.63,15.96,6.61,12.6,943.37,5.69,12.93,14,0,7.47,128.65,0,0,5.21,0,0,28.43,8.21,6.69,104.05,11.78,9.86
120,0,2.94,0,118.25,114.7,0,376.28,8.74,12.21,8.73,173.34,23.37,0,0,89.98,6.32,17.93,12.62,18.42,0,166.51,1.13,13.22,6.95,1436.23,3.57,15.04,11.03,0,16.97,138.21,2.5,0,4.18,0,0,44.33,2.24,0,137.21,20.27,10.94
